Date,Price,Open,High,Low,Vol-K,Change-%
2023-01-12,377.5,377.0,377.0,377.0,160.0,2.03
2023-01-11,370.0,385.0,385.0,380.0,120.0,-5.24
2023-01-10,390.45,395.0,395.0,393.0,50.0,-0.86
2023-01-09,393.85,397.0,397.0,395.0,130.0,-0.58
2023-01-06,396.15,400.0,400.0,400.0,30.0,-0.34
2023-01-05,397.5,395.0,399.0,395.0,90.0,0.75
2023-01-04,394.55,390.0,395.0,390.0,30.0,0.37
2023-01-03,393.1,396.0,396.0,392.0,140.0,-2.73
2022-12-30,404.15,390.0,390.0,390.0,0.0,0.0
2022-12-29,404.15,404.15,404.15,404.15,0.0,0.51
2022-12-28,402.1,402.5,402.5,402.5,0.0,0.4
2022-12-27,400.5,400.5,400.5,400.5,0.0,-0.15
2022-12-23,401.1,401.1,401.1,401.1,0.0,0.11
2022-12-22,400.65,400.65,400.65,400.65,0.0,-0.19
2022-12-21,401.4,401.4,401.4,401.4,10.0,0.34
2022-12-20,400.05,400.05,400.05,400.05,0.0,-0.32
2022-12-19,401.35,401.35,401.35,401.35,0.0,-0.41
2022-12-16,403.0,405.0,405.0,405.0,100.0,0.27
2022-12-15,401.9,403.0,403.0,403.0,10.0,-0.52
2022-12-14,404.0,404.0,404.0,404.0,40.0,-0.12
2022-12-13,404.5,405.0,405.0,405.0,20.0,1.06
2022-12-12,400.25,401.0,401.0,401.0,0.0,-0.56
2022-12-09,402.5,405.0,405.0,400.0,30.0,1.77
2022-12-08,395.5,395.5,395.5,395.5,10.0,-2.5
2022-12-07,405.65,405.0,405.0,405.0,10.0,-0.77
2022-12-06,408.8,408.8,408.8,408.8,10.0,2.07
2022-12-05,400.5,405.0,405.0,400.0,10.0,2.43
2022-12-02,391.0,391.0,391.0,391.0,0.0,1.56
2022-12-01,385.0,385.0,385.0,385.0,10.0,-3.39
2022-11-30,398.5,397.0,397.0,397.0,60.0,2.87
2022-11-29,387.4,390.0,390.0,390.0,30.0,2.22
2022-11-28,379.0,380.0,380.0,380.0,10.0,8.47
2022-11-25,349.4,362.0,362.0,362.0,0.0,0.59
2022-11-24,347.35,347.75,347.75,347.75,10.0,0.26
2022-11-23,346.45,346.45,346.45,346.45,0.0,-0.2
2022-11-22,347.15,347.15,347.15,347.15,0.0,-1.1
2022-11-21,351.0,351.0,351.0,351.0,0.0,2.2
2022-11-18,343.45,343.45,343.45,343.45,10.0,2.64
2022-11-17,334.6,334.6,334.6,334.6,20.0,0.62
2022-11-16,332.55,332.55,332.55,332.55,20.0,-2.48
2022-11-15,341.0,341.0,341.0,341.0,10.0,3.22
2022-11-14,330.35,330.35,330.35,330.35,0.0,1.09
2022-11-11,326.8,326.8,326.8,326.8,10.0,0.79
2022-11-10,324.25,325.0,325.0,325.0,30.0,-0.15
2022-11-09,324.75,329.0,330.0,329.0,50.0,-4.2
2022-11-08,339.0,340.0,340.0,338.5,40.0,-1.71
2022-11-07,344.9,347.0,347.0,345.0,110.0,-1.32
2022-11-04,349.5,349.5,349.5,349.5,20.0,-0.43
2022-11-03,351.0,354.0,354.0,354.0,60.0,-2.77
2022-11-02,361.0,361.0,361.0,361.0,0.0,0.56
2022-11-01,359.0,359.0,359.0,359.0,70.0,0.76
2022-10-31,356.3,362.5,362.5,355.5,10.0,-7.62
2022-10-28,385.7,385.7,385.7,385.7,0.0,0.03
2022-10-27,385.6,385.6,385.6,385.6,0.0,-0.23
2022-10-26,386.5,386.5,386.5,386.5,30.0,-0.43
2022-10-25,388.15,388.15,388.15,388.15,60.0,-0.47
2022-10-24,390.0,390.0,390.0,390.0,0.0,0.0
2022-10-21,390.0,390.0,390.0,390.0,0.0,-0.5
2022-10-20,391.95,391.95,391.95,391.95,10.0,0.24
2022-10-19,391.0,391.0,391.0,391.0,10.0,0.81
2022-10-18,387.85,387.85,387.85,387.85,10.0,-1.1
2022-10-17,392.15,392.15,392.15,392.15,0.0,-0.09
2022-10-14,392.5,392.5,392.5,392.5,10.0,-0.25
2022-10-13,393.5,397.0,397.0,397.0,20.0,-2.36
2022-10-12,403.0,405.0,405.0,405.0,40.0,3.03
2022-10-11,391.15,391.15,391.15,391.15,40.0,1.2
2022-10-10,386.5,386.5,386.5,386.5,10.0,0.18
2022-10-07,385.8,385.0,385.0,385.0,20.0,-3.55
2022-10-06,400.0,400.0,400.0,400.0,90.0,0.95
2022-10-05,396.25,396.25,396.25,396.25,10.0,-1.92
2022-10-04,404.0,404.0,404.0,404.0,10.0,0.62
2022-10-03,401.5,399.0,399.0,399.0,70.0,-7.42
2022-09-30,433.7,433.7,433.7,433.7,0.0,-0.47
2022-09-29,435.75,435.75,435.75,435.75,0.0,-0.06
2022-09-28,436.0,436.0,436.0,436.0,0.0,-0.38
2022-09-27,437.65,437.65,437.65,437.65,0.0,-0.08
2022-09-26,438.0,438.0,438.0,438.0,0.0,0.64
2022-09-23,435.2,435.2,435.2,435.2,0.0,-0.1
2022-09-22,435.65,435.65,435.65,435.65,0.0,-1.99
2022-09-21,444.5,440.0,440.0,440.0,20.0,0.73
2022-09-20,441.3,441.3,441.3,441.3,10.0,0.51
2022-09-19,439.05,439.05,439.05,439.05,0.0,0.01
2022-09-16,439.0,439.0,439.0,439.0,0.0,-1.46
2022-09-15,445.5,445.5,445.5,445.5,0.0,0.29
2022-09-14,444.2,444.2,444.2,444.2,0.0,1.1
2022-09-13,439.35,436.5,438.0,436.5,30.0,0.42
2022-09-12,437.5,437.0,437.0,436.0,40.0,0.52
2022-09-09,435.25,435.25,435.25,435.25,0.0,-1.16
2022-09-08,440.35,430.0,440.0,430.0,20.0,0.31
2022-09-07,439.0,439.0,439.0,439.0,20.0,-2.5
2022-09-06,450.25,450.25,450.25,450.25,0.0,-1.65
2022-09-05,457.8,457.8,457.8,457.8,10.0,5.24
2022-09-02,435.0,435.0,435.0,435.0,0.0,1.79
2022-09-01,427.35,427.35,427.35,427.35,0.0,0.55
2022-08-31,425.0,425.0,425.0,425.0,0.0,2.52
2022-08-30,414.55,414.55,414.55,414.55,10.0,-1.94
2022-08-29,422.75,422.75,422.75,422.75,0.0,1.28
2022-08-26,417.4,417.4,417.4,417.4,0.0,-0.02
2022-08-25,417.5,417.5,417.5,417.5,0.0,1.19
2022-08-24,412.6,412.6,412.6,412.6,0.0,-1.2
2022-08-23,417.6,417.6,417.6,417.6,0.0,-0.18
2022-08-22,418.35,418.35,418.35,418.35,0.0,0.5
2022-08-19,416.25,416.25,416.25,416.25,0.0,0.57
2022-08-18,413.9,413.9,413.9,413.9,0.0,0.0
2022-08-17,413.9,413.9,413.9,413.9,0.0,2.2
2022-08-16,405.0,405.0,405.0,405.0,0.0,-0.61
2022-08-15,407.5,407.5,407.5,407.5,0.0,-0.04
2022-08-12,407.65,407.65,407.65,407.65,0.0,1.66
2022-08-11,401.0,401.0,401.0,401.0,0.0,0.59
2022-08-10,398.65,398.65,398.65,398.65,0.0,3.68
2022-08-09,384.5,384.5,384.5,384.5,0.0,3.64
2022-08-08,371.0,371.0,371.0,371.0,20.0,2.77
2022-08-05,361.0,361.0,361.0,361.0,50.0,-6.23
2022-08-04,385.0,390.0,390.0,390.0,20.0,-2.16
2022-08-03,393.5,393.5,393.5,393.5,10.0,-2.48
2022-08-02,403.5,403.5,403.5,403.5,0.0,-0.37
2022-08-01,405.0,405.0,405.0,405.0,0.0,-0.71
2022-07-29,407.9,407.9,407.9,407.9,0.0,-0.85
2022-07-28,411.4,411.4,411.4,411.4,0.0,-0.02
2022-07-27,411.5,411.5,411.5,411.5,0.0,-0.6
2022-07-26,414.0,414.0,414.0,414.0,0.0,0.91
2022-07-25,410.25,410.25,410.25,410.25,0.0,0.26
2022-07-22,409.2,409.2,409.2,409.2,0.0,1.44
2022-07-21,403.4,403.4,403.4,403.4,0.0,-1.27
2022-07-20,408.6,408.6,408.6,408.6,0.0,2.24
2022-07-19,399.65,399.0,399.0,399.0,0.0,0.91
2022-07-18,396.05,396.05,396.05,396.05,0.0,-2.58
2022-07-15,406.55,410.0,410.0,410.0,0.0,-2.35
2022-07-14,416.35,415.0,415.0,415.0,10.0,-3.17
2022-07-13,430.0,432.0,432.0,432.0,10.0,0.94
2022-07-12,426.0,426.0,426.0,426.0,10.0,1.67
2022-07-11,419.0,419.0,419.0,419.0,0.0,1.27
2022-07-08,413.75,411.0,412.0,411.0,20.0,0.91
2022-07-07,410.0,410.0,410.0,410.0,20.0,2.58
2022-07-06,399.7,399.7,399.7,399.7,0.0,0.53
2022-07-05,397.6,397.6,397.6,397.6,0.0,0.29
2022-07-04,396.45,396.45,396.45,396.45,0.0,2.18
2022-07-01,388.0,388.0,388.0,388.0,10.0,0.53
2022-06-30,385.95,380.0,390.0,380.0,10.0,1.57
2022-06-29,380.0,389.0,390.0,380.0,40.0,-3.43
2022-06-28,393.5,385.0,394.0,385.0,20.0,0.27
2022-06-27,392.45,389.0,395.0,389.0,20.0,-1.15
2022-06-24,397.0,397.0,397.0,397.0,0.0,-0.13
2022-06-23,397.5,395.0,395.0,395.0,10.0,1.4
2022-06-22,392.0,392.0,392.0,392.0,0.0,0.51
2022-06-21,390.0,390.0,390.0,390.0,10.0,-0.7
2022-06-20,392.75,392.75,392.75,392.75,0.0,0.87
2022-06-17,389.35,389.35,389.35,389.35,0.0,0.52
2022-06-16,387.35,395.0,395.0,395.0,10.0,0.26
2022-06-15,386.35,386.35,386.35,386.35,0.0,0.74
2022-06-14,383.5,383.0,383.0,383.0,10.0,-1.75
2022-06-13,390.35,390.35,390.35,390.35,10.0,-0.51
2022-06-10,392.35,394.0,395.0,392.0,10.0,-0.92
2022-06-09,396.0,400.0,400.0,395.0,50.0,0.15
2022-06-08,395.4,402.0,402.0,395.0,30.0,-0.4
2022-06-07,397.0,408.0,408.0,403.0,30.0,-4.39
2022-06-06,415.25,415.25,415.25,415.25,0.0,0.67
2022-06-03,412.5,412.5,412.5,412.5,0.0,0.0
2022-06-02,412.5,412.5,412.5,412.5,0.0,0.12
2022-06-01,412.0,415.0,418.0,412.0,10.0,-3.51
2022-05-31,427.0,406.0,428.0,406.0,30.0,6.48
2022-05-30,401.0,390.0,401.0,390.0,60.0,-1.39
2022-05-27,406.65,406.65,406.65,406.65,0.0,0.91
2022-05-26,403.0,403.0,403.0,403.0,30.0,-0.41
2022-05-25,404.65,400.0,400.0,400.0,20.0,-0.82
2022-05-24,408.0,408.0,408.0,408.0,0.0,-1.92
2022-05-23,416.0,416.0,416.0,416.0,0.0,-0.3
2022-05-20,417.25,417.25,417.25,417.25,40.0,1.25
2022-05-19,412.1,412.1,412.1,412.1,0.0,0.02
2022-05-18,412.0,416.0,419.25,412.0,150.0,-0.4
2022-05-17,413.65,414.0,414.0,414.0,20.0,2.77
2022-05-16,402.5,402.5,402.5,402.5,0.0,2.46
2022-05-13,392.85,393.0,393.0,393.0,30.0,0.34
2022-05-12,391.5,391.5,391.5,391.5,10.0,1.46
2022-05-11,385.85,385.0,385.0,385.0,30.0,2.23
2022-05-10,377.45,377.5,377.5,377.5,70.0,0.12
2022-05-09,377.0,378.0,379.5,374.0,40.0,-0.66
2022-05-06,379.5,379.5,379.5,379.5,20.0,1.38
2022-05-05,374.35,374.35,374.35,374.35,40.0,3.89
2022-05-04,360.35,355.0,355.0,355.0,100.0,10.33
2022-05-03,326.6,325.0,325.0,325.0,80.0,8.94
2022-05-02,299.8,299.8,299.8,299.8,0.0,-8.21
2022-04-29,326.6,326.3,326.3,326.3,10.0,-0.11
2022-04-28,326.95,326.05,326.05,326.05,10.0,0.28
2022-04-27,326.05,326.05,326.05,326.05,0.0,0.32
2022-04-26,325.0,325.0,325.0,325.0,40.0,-1.1
2022-04-25,328.6,328.5,328.5,328.5,50.0,0.46
2022-04-22,327.1,326.0,326.0,326.0,10.0,-1.21
2022-04-21,331.1,333.0,333.0,331.0,40.0,1.46
2022-04-20,326.35,326.35,326.35,326.35,10.0,1.67
2022-04-19,321.0,321.0,321.0,321.0,30.0,3.85
2022-04-18,309.1,309.1,309.1,309.1,0.0,0.0
2022-04-14,309.1,314.0,314.0,314.0,10.0,-0.93
2022-04-13,312.0,312.0,312.0,312.0,40.0,0.94
2022-04-12,309.1,300.0,303.5,300.0,60.0,6.35
2022-04-11,290.65,292.0,292.0,292.0,40.0,-0.33
2022-04-08,291.6,291.6,291.6,291.6,40.0,3.53
2022-04-07,281.65,296.0,296.0,285.0,100.0,-1.69
2022-04-06,286.5,286.5,286.5,286.5,60.0,1.96
2022-04-05,281.0,281.0,281.0,281.0,70.0,6.44
2022-04-04,264.0,264.0,264.0,264.0,10.0,2.03
2022-04-01,258.75,258.75,258.75,258.75,50.0,-0.1
2022-03-31,259.0,261.0,264.0,261.0,10.0,-0.38
2022-03-30,260.0,261.0,261.0,259.0,20.0,2.6
2022-03-29,253.4,258.0,258.0,258.0,180.0,-2.44
2022-03-28,259.75,261.0,261.0,261.0,40.0,-20.6
2022-03-25,327.15,327.15,327.15,327.15,0.0,0.15
2022-03-24,326.65,326.65,326.65,326.65,0.0,0.4
2022-03-23,325.35,325.0,325.0,325.0,10.0,-1.08
2022-03-22,328.9,330.0,330.0,330.0,10.0,-0.15
2022-03-21,329.4,329.4,329.4,329.4,0.0,-1.96
2022-03-18,336.0,335.0,335.0,334.5,30.0,-0.37
2022-03-17,337.25,337.25,337.25,337.25,10.0,-0.81
2022-03-16,340.0,351.0,351.0,340.0,40.0,-1.73
2022-03-15,346.0,361.5,361.5,361.5,30.0,-4.35
2022-03-14,361.75,361.75,361.75,361.75,40.0,-1.87
2022-03-11,368.65,368.0,376.0,366.0,120.0,-1.26
2022-03-10,373.35,380.0,380.0,380.0,360.0,-11.24
2022-03-09,420.65,425.0,425.0,415.0,70.0,-0.59
2022-03-08,423.15,415.0,415.0,405.0,30.0,0.12
2022-03-07,422.65,422.65,422.65,422.65,0.0,0.93
2022-03-04,418.75,400.0,435.0,400.0,60.0,13.18
2022-03-03,370.0,370.0,370.0,370.0,90.0,-15.91
2022-03-02,440.0,400.0,400.0,400.0,80.0,40.58
2022-03-01,313.0,299.0,301.0,299.0,120.0,14.03
2022-02-28,274.5,262.5,286.0,262.5,140.0,15.05
2022-02-25,238.6,239.0,239.0,239.0,0.0,-0.38
2022-02-24,239.5,239.0,239.25,239.0,10.0,0.76
2022-02-23,237.7,238.0,238.0,238.0,40.0,0.61
2022-02-22,236.25,236.5,236.5,235.0,10.0,1.03
2022-02-21,233.85,233.85,233.85,233.85,0.0,0.65
2022-02-18,232.35,232.5,232.5,232.5,0.0,-0.02
2022-02-17,232.4,234.5,234.5,234.5,0.0,-1.32
2022-02-16,235.5,236.0,236.0,236.0,0.0,-1.46
2022-02-15,239.0,239.0,239.0,239.0,10.0,-0.42
2022-02-14,240.0,243.5,243.5,240.0,10.0,-2.04
2022-02-11,245.0,245.0,245.0,245.0,0.0,2.47
2022-02-10,239.1,239.1,239.1,239.1,0.0,-0.06
2022-02-09,239.25,242.0,242.0,235.0,20.0,0.0
2022-02-08,239.25,239.0,241.0,239.0,0.0,1.38
2022-02-07,236.0,231.0,236.0,231.0,70.0,3.83
2022-02-04,227.3,223.0,227.0,223.0,40.0,2.85
2022-02-03,221.0,221.0,221.0,221.0,40.0,0.41
2022-02-02,220.1,220.0,220.0,220.0,60.0,0.92
2022-02-01,218.1,210.0,210.5,210.0,80.0,-2.09
2022-01-31,222.75,222.75,222.75,222.75,70.0,-2.15
2022-01-28,227.65,227.65,227.65,227.65,0.0,0.02
2022-01-27,227.6,227.6,227.6,227.6,0.0,-0.09
2022-01-26,227.8,227.8,227.8,227.8,0.0,0.22
2022-01-25,227.3,227.3,227.3,227.3,0.0,0.91
2022-01-24,225.25,225.25,225.25,225.25,0.0,0.29
2022-01-21,224.6,225.0,226.0,225.0,0.0,-0.47
2022-01-20,225.65,226.0,226.0,226.0,0.0,1.14
2022-01-19,223.1,223.1,223.1,223.1,20.0,0.95
2022-01-18,221.0,221.0,221.0,221.0,10.0,0.23
2022-01-17,220.5,220.5,220.5,220.5,10.0,1.73
2022-01-14,216.75,220.0,220.0,220.0,10.0,2.48
2022-01-13,211.5,209.5,209.5,209.5,10.0,4.19
2022-01-12,203.0,205.0,205.0,205.0,40.0,2.99
2022-01-11,197.1,197.0,198.0,197.0,90.0,0.31
2022-01-10,196.5,203.0,205.0,203.0,80.0,0.31
2022-01-07,195.9,195.0,195.0,195.0,730.0,-0.31
2022-01-06,196.5,190.0,193.0,189.25,480.0,9.23
2022-01-05,179.9,180.0,180.0,180.0,20.0,3.33
2022-01-04,174.1,172.0,174.0,171.0,270.0,10.54
2022-01-03,157.5,157.5,157.5,157.5,0.0,-7.13
